
Time	Session	Type	ReqestId	Status	Syntax	OID	Value
0.026	192.168.1.72	RESPONSE	1704275356	0(Success)	Integer32	1.3.6.1.2.1.4.21.1.3.0.0.0.0	1
0.026	192.168.1.72	GETNEXT	1704275358	0(Success)		1.3.6.1.2.1.4.21.1.3.0.0.0.0	
0.026	192.168.1.72	RESPONSE	1704275358	0(Success)	Integer32	1.3.6.1.2.1.4.21.1.3.192.168.1.0	0
0.026	192.168.1.72	GETNEXT	1704275360	0(Success)		1.3.6.1.2.1.4.21.1.3.192.168.1.0	
0.026	192.168.1.72	RESPONSE	1704275360	0(Success)	IpAddress	1.3.6.1.2.1.4.21.1.7.0.0.0.0	192.168.1.254
0.026	192.168.1.72	GETNEXT	1704275362	0(Success)		1.3.6.1.2.1.4.21.1.7.0.0.0.0	
0.026	192.168.1.72	RESPONSE	1704275362	0(Success)	IpAddress	1.3.6.1.2.1.4.21.1.7.192.168.1.0	0.0.0.0
0.026	192.168.1.72	GETNEXT	1704275364	0(Success)		1.3.6.1.2.1.4.21.1.7.192.168.1.0	
0.027	192.168.1.72	RESPONSE	1704275364	0(Success)	Integer32	1.3.6.1.2.1.4.21.1.8.0.0.0.0	4
0.027	192.168.1.72	GETNEXT	1704275366	0(Success)		1.3.6.1.2.1.4.21.1.8.0.0.0.0	
0.027	192.168.1.72	RESPONSE	1704275366	0(Success)	Integer32	1.3.6.1.2.1.4.21.1.8.192.168.1.0	3
0.027	192.168.1.72	GETNEXT	1704275368	0(Success)		1.3.6.1.2.1.4.21.1.8.192.168.1.0	
0.027	192.168.1.72	RESPONSE	1704275368	0(Success)	Integer32	1.3.6.1.2.1.4.21.1.9.0.0.0.0	2
0.027	192.168.1.72	GETNEXT	1704275370	0(Success)		1.3.6.1.2.1.4.21.1.9.0.0.0.0	
0.027	192.168.1.72	RESPONSE	1704275370	0(Success)	Integer32	1.3.6.1.2.1.4.21.1.9.192.168.1.0	2
0.027	192.168.1.72	GETNEXT	1704275372	0(Success)		1.3.6.1.2.1.4.21.1.9.192.168.1.0	
0.027	192.168.1.72	RESPONSE	1704275372	0(Success)	IpAddress	1.3.6.1.2.1.4.21.1.11.0.0.0.0	0.0.0.0
0.027	192.168.1.72	GETNEXT	1704275374	0(Success)		1.3.6.1.2.1.4.21.1.11.0.0.0.0	
0.027	192.168.1.72	RESPONSE	1704275374	0(Success)	IpAddress	1.3.6.1.2.1.4.21.1.11.192.168.1.0	255.255.255.0
0.027	192.168.1.72	GETNEXT	1704275376	0(Success)		1.3.6.1.2.1.4.21.1.11.192.168.1.0	
0.028	192.168.1.72	RESPONSE	1704275376	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.4.21.1.13.0.0.0.0	0.0
0.028	192.168.1.72	GETNEXT	1704275378	0(Success)		1.3.6.1.2.1.4.21.1.13.0.0.0.0	
0.028	192.168.1.72	RESPONSE	1704275378	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.4.21.1.13.192.168.1.0	0.0
0.028	192.168.1.72	GETNEXT	1704275380	0(Success)		1.3.6.1.2.1.4.21.1.13.192.168.1.0	
0.028	192.168.1.72	RESPONSE	1704275380	0(Success)	Integer32	1.3.6.1.2.1.4.22.1.1.2.192.168.1.66	2
0.028	192.168.1.72	GETNEXT	1704275382	0(Success)		1.3.6.1.2.1.4.22.1.1.2.192.168.1.66	
0.028	192.168.1.72	RESPONSE	1704275382	0(Success)	Integer32	1.3.6.1.2.1.4.22.1.1.2.192.168.1.75	2
0.028	192.168.1.72	GETNEXT	1704275384	0(Success)		1.3.6.1.2.1.4.22.1.1.2.192.168.1.75	
0.029	192.168.1.72	RESPONSE	1704275384	0(Success)	Integer32	1.3.6.1.2.1.4.22.1.1.2.192.168.1.254	2
0.029	192.168.1.72	GETNEXT	1704275386	0(Success)		1.3.6.1.2.1.4.22.1.1.2.192.168.1.254	
0.029	192.168.1.72	RESPONSE	1704275386	0(Success)	OCTET STRING	1.3.6.1.2.1.4.22.1.2.2.192.168.1.66	00:90:a9:bc:8e:25
0.029	192.168.1.72	GETNEXT	1704275388	0(Success)		1.3.6.1.2.1.4.22.1.2.2.192.168.1.66	
0.029	192.168.1.72	RESPONSE	1704275388	0(Success)	OCTET STRING	1.3.6.1.2.1.4.22.1.2.2.192.168.1.75	00:1f:d0:d5:ad:80
0.029	192.168.1.72	GETNEXT	1704275390	0(Success)		1.3.6.1.2.1.4.22.1.2.2.192.168.1.75	
0.029	192.168.1.72	RESPONSE	1704275390	0(Success)	OCTET STRING	1.3.6.1.2.1.4.22.1.2.2.192.168.1.254	28:16:2e:15:fa:19
0.029	192.168.1.72	GETNEXT	1704275392	0(Success)		1.3.6.1.2.1.4.22.1.2.2.192.168.1.254	
0.029	192.168.1.72	RESPONSE	1704275392	0(Success)	IpAddress	1.3.6.1.2.1.4.22.1.3.2.192.168.1.66	192.168.1.66
0.029	192.168.1.72	GETNEXT	1704275394	0(Success)		1.3.6.1.2.1.4.22.1.3.2.192.168.1.66	
0.029	192.168.1.72	RESPONSE	1704275394	0(Success)	IpAddress	1.3.6.1.2.1.4.22.1.3.2.192.168.1.75	192.168.1.75
0.029	192.168.1.72	GETNEXT	1704275396	0(Success)		1.3.6.1.2.1.4.22.1.3.2.192.168.1.75	
0.029	192.168.1.72	RESPONSE	1704275396	0(Success)	IpAddress	1.3.6.1.2.1.4.22.1.3.2.192.168.1.254	192.168.1.254
0.029	192.168.1.72	GETNEXT	1704275398	0(Success)		1.3.6.1.2.1.4.22.1.3.2.192.168.1.254	
0.029	192.168.1.72	RESPONSE	1704275398	0(Success)	Integer32	1.3.6.1.2.1.4.22.1.4.2.192.168.1.66	3
0.029	192.168.1.72	GETNEXT	1704275400	0(Success)		1.3.6.1.2.1.4.22.1.4.2.192.168.1.66	
0.029	192.168.1.72	RESPONSE	1704275400	0(Success)	Integer32	1.3.6.1.2.1.4.22.1.4.2.192.168.1.75	3
0.029	192.168.1.72	GETNEXT	1704275402	0(Success)		1.3.6.1.2.1.4.22.1.4.2.192.168.1.75	
0.029	192.168.1.72	RESPONSE	1704275402	0(Success)	Integer32	1.3.6.1.2.1.4.22.1.4.2.192.168.1.254	3
0.03	192.168.1.72	GETNEXT	1704275404	0(Success)		1.3.6.1.2.1.4.22.1.4.2.192.168.1.254	
0.03	192.168.1.72	RESPONSE	1704275404	0(Success)	Counter	1.3.6.1.2.1.4.23.0	0
0.03	192.168.1.72	GETNEXT	1704275406	0(Success)		1.3.6.1.2.1.4.23.0	
0.03	192.168.1.72	RESPONSE	1704275406	0(Success)	IpAddress	1.3.6.1.2.1.4.24.4.1.1.0.0.0.0.0.0.0.0.0.192.168.1.254	0.0.0.0
0.03	192.168.1.72	GETNEXT	1704275408	0(Success)		1.3.6.1.2.1.4.24.4.1.1.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.03	192.168.1.72	RESPONSE	1704275408	0(Success)	IpAddress	1.3.6.1.2.1.4.24.4.1.1.192.168.1.0.0.255.255.255.0.0.0.0.0	192.168.1.0
0.03	192.168.1.72	GETNEXT	1704275410	0(Success)		1.3.6.1.2.1.4.24.4.1.1.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.03	192.168.1.72	RESPONSE	1704275410	0(Success)	IpAddress	1.3.6.1.2.1.4.24.4.1.2.0.0.0.0.0.0.0.0.0.192.168.1.254	0.0.0.0
0.03	192.168.1.72	GETNEXT	1704275412	0(Success)		1.3.6.1.2.1.4.24.4.1.2.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.03	192.168.1.72	RESPONSE	1704275412	0(Success)	IpAddress	1.3.6.1.2.1.4.24.4.1.2.192.168.1.0.0.255.255.255.0.0.0.0.0	0.255.255.255
0.03	192.168.1.72	GETNEXT	1704275414	0(Success)		1.3.6.1.2.1.4.24.4.1.2.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.03	192.168.1.72	RESPONSE	1704275414	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.3.0.0.0.0.0.0.0.0.0.192.168.1.254	0
0.03	192.168.1.72	GETNEXT	1704275416	0(Success)		1.3.6.1.2.1.4.24.4.1.3.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.03	192.168.1.72	RESPONSE	1704275416	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.3.192.168.1.0.0.255.255.255.0.0.0.0.0	0
0.03	192.168.1.72	GETNEXT	1704275418	0(Success)		1.3.6.1.2.1.4.24.4.1.3.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.03	192.168.1.72	RESPONSE	1704275418	0(Success)	IpAddress	1.3.6.1.2.1.4.24.4.1.4.0.0.0.0.0.0.0.0.0.192.168.1.254	192.168.1.254
0.03	192.168.1.72	GETNEXT	1704275420	0(Success)		1.3.6.1.2.1.4.24.4.1.4.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.031	192.168.1.72	RESPONSE	1704275420	0(Success)	IpAddress	1.3.6.1.2.1.4.24.4.1.4.192.168.1.0.0.255.255.255.0.0.0.0.0	0.0.0.0
0.031	192.168.1.72	GETNEXT	1704275422	0(Success)		1.3.6.1.2.1.4.24.4.1.4.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.031	192.168.1.72	RESPONSE	1704275422	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.5.0.0.0.0.0.0.0.0.0.192.168.1.254	2
0.031	192.168.1.72	GETNEXT	1704275424	0(Success)		1.3.6.1.2.1.4.24.4.1.5.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.031	192.168.1.72	RESPONSE	1704275424	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.5.192.168.1.0.0.255.255.255.0.0.0.0.0	2
0.031	192.168.1.72	GETNEXT	1704275426	0(Success)		1.3.6.1.2.1.4.24.4.1.5.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.031	192.168.1.72	RESPONSE	1704275426	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.6.0.0.0.0.0.0.0.0.0.192.168.1.254	4
0.031	192.168.1.72	GETNEXT	1704275428	0(Success)		1.3.6.1.2.1.4.24.4.1.6.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.031	192.168.1.72	RESPONSE	1704275428	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.6.192.168.1.0.0.255.255.255.0.0.0.0.0	3
0.031	192.168.1.72	GETNEXT	1704275430	0(Success)		1.3.6.1.2.1.4.24.4.1.6.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.031	192.168.1.72	RESPONSE	1704275430	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.7.0.0.0.0.0.0.0.0.0.192.168.1.254	2
0.031	192.168.1.72	GETNEXT	1704275432	0(Success)		1.3.6.1.2.1.4.24.4.1.7.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.031	192.168.1.72	RESPONSE	1704275432	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.7.192.168.1.0.0.255.255.255.0.0.0.0.0	2
0.031	192.168.1.72	GETNEXT	1704275434	0(Success)		1.3.6.1.2.1.4.24.4.1.7.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.031	192.168.1.72	RESPONSE	1704275434	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.4.24.4.1.9.0.0.0.0.0.0.0.0.0.192.168.1.254	0.0
0.031	192.168.1.72	GETNEXT	1704275436	0(Success)		1.3.6.1.2.1.4.24.4.1.9.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.031	192.168.1.72	RESPONSE	1704275436	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.4.24.4.1.9.192.168.1.0.0.255.255.255.0.0.0.0.0	0.0
0.032	192.168.1.72	GETNEXT	1704275438	0(Success)		1.3.6.1.2.1.4.24.4.1.9.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.032	192.168.1.72	RESPONSE	1704275438	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.10.0.0.0.0.0.0.0.0.0.192.168.1.254	0
0.032	192.168.1.72	GETNEXT	1704275440	0(Success)		1.3.6.1.2.1.4.24.4.1.10.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.032	192.168.1.72	RESPONSE	1704275440	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.10.192.168.1.0.0.255.255.255.0.0.0.0.0	0
0.032	192.168.1.72	GETNEXT	1704275442	0(Success)		1.3.6.1.2.1.4.24.4.1.10.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.032	192.168.1.72	RESPONSE	1704275442	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.11.0.0.0.0.0.0.0.0.0.192.168.1.254	0
0.032	192.168.1.72	GETNEXT	1704275444	0(Success)		1.3.6.1.2.1.4.24.4.1.11.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.032	192.168.1.72	RESPONSE	1704275444	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.11.192.168.1.0.0.255.255.255.0.0.0.0.0	1
0.032	192.168.1.72	GETNEXT	1704275446	0(Success)		1.3.6.1.2.1.4.24.4.1.11.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.033	192.168.1.72	RESPONSE	1704275446	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.12.0.0.0.0.0.0.0.0.0.192.168.1.254	-1
0.033	192.168.1.72	GETNEXT	1704275448	0(Success)		1.3.6.1.2.1.4.24.4.1.12.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.033	192.168.1.72	RESPONSE	1704275448	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.12.192.168.1.0.0.255.255.255.0.0.0.0.0	-1
0.033	192.168.1.72	GETNEXT	1704275450	0(Success)		1.3.6.1.2.1.4.24.4.1.12.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.033	192.168.1.72	RESPONSE	1704275450	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.13.0.0.0.0.0.0.0.0.0.192.168.1.254	-1
0.033	192.168.1.72	GETNEXT	1704275452	0(Success)		1.3.6.1.2.1.4.24.4.1.13.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.033	192.168.1.72	RESPONSE	1704275452	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.13.192.168.1.0.0.255.255.255.0.0.0.0.0	-1
0.033	192.168.1.72	GETNEXT	1704275454	0(Success)		1.3.6.1.2.1.4.24.4.1.13.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.033	192.168.1.72	RESPONSE	1704275454	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.14.0.0.0.0.0.0.0.0.0.192.168.1.254	-1
0.033	192.168.1.72	GETNEXT	1704275456	0(Success)		1.3.6.1.2.1.4.24.4.1.14.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.033	192.168.1.72	RESPONSE	1704275456	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.14.192.168.1.0.0.255.255.255.0.0.0.0.0	-1
0.033	192.168.1.72	GETNEXT	1704275458	0(Success)		1.3.6.1.2.1.4.24.4.1.14.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.033	192.168.1.72	RESPONSE	1704275458	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.15.0.0.0.0.0.0.0.0.0.192.168.1.254	-1
0.033	192.168.1.72	GETNEXT	1704275460	0(Success)		1.3.6.1.2.1.4.24.4.1.15.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.033	192.168.1.72	RESPONSE	1704275460	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.15.192.168.1.0.0.255.255.255.0.0.0.0.0	-1
0.033	192.168.1.72	GETNEXT	1704275462	0(Success)		1.3.6.1.2.1.4.24.4.1.15.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.033	192.168.1.72	RESPONSE	1704275462	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.16.0.0.0.0.0.0.0.0.0.192.168.1.254	1
0.033	192.168.1.72	GETNEXT	1704275464	0(Success)		1.3.6.1.2.1.4.24.4.1.16.0.0.0.0.0.0.0.0.0.192.168.1.254	
0.033	192.168.1.72	RESPONSE	1704275464	0(Success)	Integer32	1.3.6.1.2.1.4.24.4.1.16.192.168.1.0.0.255.255.255.0.0.0.0.0	1
0.033	192.168.1.72	GETNEXT	1704275466	0(Success)		1.3.6.1.2.1.4.24.4.1.16.192.168.1.0.0.255.255.255.0.0.0.0.0	
0.034	192.168.1.72	RESPONSE	1704275466	0(Success)	Gauge	1.3.6.1.2.1.4.24.6.0	6
0.034	192.168.1.72	GETNEXT	1704275468	0(Success)		1.3.6.1.2.1.4.24.6.0	
0.034	192.168.1.72	RESPONSE	1704275468	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.7.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	2
0.034	192.168.1.72	GETNEXT	1704275470	0(Success)		1.3.6.1.2.1.4.24.7.1.7.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	
0.034	192.168.1.72	RESPONSE	1704275470	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.7.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	2
0.034	192.168.1.72	GETNEXT	1704275472	0(Success)		1.3.6.1.2.1.4.24.7.1.7.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	
0.038	192.168.1.72	RESPONSE	1704275472	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	1
0.038	192.168.1.72	GETNEXT	1704275474	0(Success)		1.3.6.1.2.1.4.24.7.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.038	192.168.1.72	RESPONSE	1704275474	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.7.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	1
0.038	192.168.1.72	GETNEXT	1704275476	0(Success)		1.3.6.1.2.1.4.24.7.1.7.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.038	192.168.1.72	RESPONSE	1704275476	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.7.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	2
0.038	192.168.1.72	GETNEXT	1704275478	0(Success)		1.3.6.1.2.1.4.24.7.1.7.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.038	192.168.1.72	RESPONSE	1704275478	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.7.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	2
0.038	192.168.1.72	GETNEXT	1704275480	0(Success)		1.3.6.1.2.1.4.24.7.1.7.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	
0.038	192.168.1.72	RESPONSE	1704275480	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.8.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	4
0.038	192.168.1.72	GETNEXT	1704275482	0(Success)		1.3.6.1.2.1.4.24.7.1.8.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	
0.039	192.168.1.72	RESPONSE	1704275482	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.8.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	3
0.039	192.168.1.72	GETNEXT	1704275484	0(Success)		1.3.6.1.2.1.4.24.7.1.8.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	
0.039	192.168.1.72	RESPONSE	1704275484	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.8.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	3
0.039	192.168.1.72	GETNEXT	1704275486	0(Success)		1.3.6.1.2.1.4.24.7.1.8.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.039	192.168.1.72	RESPONSE	1704275486	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.8.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	3
0.039	192.168.1.72	GETNEXT	1704275488	0(Success)		1.3.6.1.2.1.4.24.7.1.8.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.04	192.168.1.72	RESPONSE	1704275488	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.8.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	3
0.04	192.168.1.72	GETNEXT	1704275490	0(Success)		1.3.6.1.2.1.4.24.7.1.8.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.04	192.168.1.72	RESPONSE	1704275490	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.8.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	3
0.04	192.168.1.72	GETNEXT	1704275492	0(Success)		1.3.6.1.2.1.4.24.7.1.8.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	
0.04	192.168.1.72	RESPONSE	1704275492	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.9.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	2
0.04	192.168.1.72	GETNEXT	1704275494	0(Success)		1.3.6.1.2.1.4.24.7.1.9.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	
0.04	192.168.1.72	RESPONSE	1704275494	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.9.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	2
0.04	192.168.1.72	GETNEXT	1704275496	0(Success)		1.3.6.1.2.1.4.24.7.1.9.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	
0.04	192.168.1.72	RESPONSE	1704275496	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.9.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	2
0.04	192.168.1.72	GETNEXT	1704275498	0(Success)		1.3.6.1.2.1.4.24.7.1.9.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.04	192.168.1.72	RESPONSE	1704275498	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.9.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	2
0.04	192.168.1.72	GETNEXT	1704275500	0(Success)		1.3.6.1.2.1.4.24.7.1.9.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.04	192.168.1.72	RESPONSE	1704275500	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.9.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	2
0.04	192.168.1.72	GETNEXT	1704275502	0(Success)		1.3.6.1.2.1.4.24.7.1.9.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.04	192.168.1.72	RESPONSE	1704275502	0(Success)	Integer32	1.3.6.1.2.1.4.24.7.1.9.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	2
0.04	192.168.1.72	GETNEXT	1704275504	0(Success)		1.3.6.1.2.1.4.24.7.1.9.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	
0.04	192.168.1.72	RESPONSE	1704275504	0(Success)	Gauge	1.3.6.1.2.1.4.24.7.1.10.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	0
0.04	192.168.1.72	GETNEXT	1704275506	0(Success)		1.3.6.1.2.1.4.24.7.1.10.1.4.0.0.0.0.0.2.0.0.1.4.192.168.1.254	
0.04	192.168.1.72	RESPONSE	1704275506	0(Success)	Gauge	1.3.6.1.2.1.4.24.7.1.10.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	0
0.04	192.168.1.72	GETNEXT	1704275508	0(Success)		1.3.6.1.2.1.4.24.7.1.10.1.4.192.168.1.0.24.1.2.1.4.0.0.0.0	
0.041	192.168.1.72	RESPONSE	1704275508	0(Success)	Gauge	1.3.6.1.2.1.4.24.7.1.10.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	0
0.041	192.168.1.72	GETNEXT	1704275510	0(Success)		1.3.6.1.2.1.4.24.7.1.10.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.128.1.4.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.041	192.168.1.72	RESPONSE	1704275510	0(Success)	Gauge	1.3.6.1.2.1.4.24.7.1.10.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	0
0.041	192.168.1.72	GETNEXT	1704275512	0(Success)		1.3.6.1.2.1.4.24.7.1.10.2.16.254.128.0.0.0.0.0.0.190.95.244.255.254.67.114.128.128.1.5.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.041	192.168.1.72	RESPONSE	1704275512	0(Success)	Gauge	1.3.6.1.2.1.4.24.7.1.10.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	0
0.041	192.168.1.72	GETNEXT	1704275514	0(Success)		1.3.6.1.2.1.4.24.7.1.10.2.16.255.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.1.7.2.16.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0	
0.041	192.168.1.72	RESPONSE	1704275514	0(Success)	Gauge	1.3.6.1.2.1.4.24.7.1.10.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251.128.1.6.2.16.255.2.0.0.0.0.0.0.0.0.0.0.0.0.0.251	0
